date_key,channel_key,impressions,clicks,spend,conversions
20250908,2,3134,111,236.33,4
20250909,2,3323,122,278.13,5
20250910,2,6856,222,514.76,8
20250911,2,3016,101,241.06,4
20250912,2,2414,81,179.93,3
20250913,2,929,32,70.68,1
20250914,2,2748,94,214.67,3
20250915,2,3299,119,245.09,5
20250916,2,6251,180,369.06,6
20250917,2,3328,113,240.16,4
20250918,2,1114,38,74.23,1
20250919,2,2910,95,212.1,3
20250920,2,3771,109,255.91,4
20250921,2,2364,78,159.03,3
20250922,2,3120,99,220.42,3
20250923,2,2376,87,179.29,3
20250924,2,2924,99,196.86,3
20250925,2,1616,51,130.75,2
20250926,2,1298,38,75.05,1
20250927,2,3032,104,202.99,4
20250928,2,2926,101,222.57,4
20250929,2,1653,54,118.41,2
20250930,2,991,34,77.2,1
20251001,2,1111,36,91.49,1
20251002,2,3741,132,267.54,6
20251003,2,1025,36,75.13,1
20251004,2,1834,55,135.9,2
20251005,2,1051,32,74.52,1
20251006,2,401,15,34.01,0
20251007,2,2686,94,194.93,3
20251008,2,6226,191,453.0,8
20251009,2,1693,51,118.62,2
20251010,2,2358,79,172.58,3
20251011,2,3625,112,231.45,4
20251012,2,2095,68,148.22,3
20251013,2,3425,113,278.38,5
20251014,2,3252,107,212.25,4
20251015,2,2627,93,188.78,4
20251016,2,3114,115,237.43,4
20251017,2,3764,121,254.77,4
20251018,2,2782,86,186.51,3
20251019,2,3455,117,274.9,4
20251020,2,959,35,78.86,1
20251021,2,3097,100,218.64,4
20251022,2,3246,113,250.62,4
20251023,2,1812,57,130.67,2
20251024,2,4046,134,254.45,5
20251025,2,2172,67,159.27,2
20251026,2,1209,40,80.33,1
20251027,2,3989,131,273.87,5
20251028,2,1837,63,141.3,2
20251029,2,1604,59,127.86,2
20251030,2,3065,99,224.49,4
20251031,2,2114,62,135.65,2
20251101,2,2878,94,199.89,3
20251102,2,1961,66,161.97,2
20251103,2,5289,177,407.87,8
20251104,2,2840,93,206.35,4
20251105,2,1466,53,122.81,2
20251106,2,6900,230,472.19,8
20251107,2,3988,131,339.17,5
20251108,2,3582,113,226.3,4
20251109,2,1310,39,86.69,1
20251110,2,1809,61,130.69,2
20251111,2,6320,212,449.0,8
20251112,2,5481,170,357.46,6
20251113,2,2912,96,195.72,3
20251114,2,3449,113,270.71,5
20251115,2,2576,82,163.26,3
20251116,2,3015,95,223.33,3
20251117,2,4164,141,323.71,5
20251118,2,5306,173,366.09,7
20251119,2,3731,119,271.97,5
20251120,2,4748,149,320.09,6
20251121,2,4697,154,308.72,6
20251122,2,4810,168,336.15,6
20251123,2,3497,117,269.53,4
20251124,2,2855,93,212.8,4
20251125,2,3060,103,229.77,4
20251126,2,6387,229,484.59,8
20251127,2,7818,266,571.47,11
20251128,2,4321,145,308.85,6
20251129,2,6526,224,426.44,7
20251130,2,9046,296,650.54,11
20251201,2,3114,104,237.33,4
20251202,2,2525,81,178.38,2
20251203,2,4220,127,319.06,4
20251204,2,2640,89,178.94,3
20251205,2,1216,41,85.73,1
20251206,2,3512,114,252.97,4
20251207,2,3215,113,251.85,5
20251208,2,1960,62,116.13,2
20251209,2,4580,136,313.17,5
20251210,2,2021,64,143.96,2
20251211,2,2059,62,115.07,2
20251212,2,1602,54,116.97,2
20251213,2,3137,99,203.59,4
20251214,2,3797,133,280.46,5
20251215,2,3516,123,242.8,5
20251216,2,4354,136,308.02,6
20251217,2,4165,131,329.72,5
20251218,2,3843,131,292.53,6
20251219,2,6084,213,393.77,8
20251220,2,3110,91,203.96,3
20251221,2,1221,41,88.76,1
20251222,2,2143,62,124.18,2
20251223,2,4508,144,324.33,5
20251224,2,3291,116,273.72,4
20251225,2,1695,67,139.69,2
20251226,2,4395,143,274.6,6
20251227,2,4800,147,274.46,6
20251228,2,1625,52,108.93,2
20251229,2,1811,60,130.75,2
20251230,2,4353,138,291.05,6
20251231,2,2563,80,166.11,3
20210101,3,305,4,1.56,0
20210102,3,128,2,0.92,0
20210103,3,203,3,1.48,0
20210104,3,2850,41,19.06,1
20210105,3,2607,40,18.68,1
20210106,3,3327,48,19.88,1
20210107,3,195,3,1.23,0
20210108,3,141,2,1.02,0
20210109,3,3116,46,20.34,1
20210110,3,208,3,1.37,0
20210111,3,146,2,1.01,0
20210112,3,145,2,1.04,0
20210113,3,220,3,1.17,0
20210114,3,5985,85,41.08,2
20210115,3,294,4,1.66,0
20210116,3,3137,45,20.41,1
20210117,3,210,3,1.27,0
20210118,3,212,3,1.6,0
20210119,3,212,3,1.4,0
20210120,3,148,2,0.91,0
20210121,3,146,2,0.9,0
20210122,3,237,3,1.27,0
20210123,3,5554,77,34.2,2
20210124,3,152,2,0.85,0
20210125,3,2706,38,18.43,1
20210126,3,150,2,0.86,0
20210127,3,243,3,1.27,0
20210128,3,3005,48,20.1,1
20210129,3,363,5,2.09,0
20210130,3,197,3,1.38,0
20210131,3,296,4,1.67,0
20210201,3,194,3,1.45,0
20210202,3,307,4,1.73,0
20210203,3,213,3,1.64,0
20210204,3,306,4,1.8,0
20210205,3,2516,41,17.9,1
20210206,3,146,2,1.03,0
20210207,3,2867,42,22.39,1
20210208,3,3073,44,21.24,1
20210209,3,2731,38,19.01,1
20210210,3,348,5,1.96,0
20210211,3,2646,40,19.14,1
20210212,3,5655,82,37.0,2
20210213,3,213,3,1.51,0
20210214,3,209,3,1.42,0
20210215,3,256,4,1.66,0
20210216,3,3093,42,18.22,1
20210217,3,321,4,1.99,0
20210218,3,3069,40,18.0,1
20210219,3,3285,43,20.93,1
20210220,3,303,4,1.78,0
20210221,3,3553,47,22.33,1
20210222,3,2735,38,18.75,1
20210223,3,283,4,2.04,0
20210224,3,213,3,1.24,0
20210225,3,376,5,1.87,0
20210226,3,135,2,1.07,0
20210227,3,6128,88,37.66,2
20210228,3,196,3,1.26,0
20210301,3,273,4,1.74,0
20210302,3,2865,39,20.33,1
20210303,3,133,2,0.81,0
20210304,3,283,4,1.54,0
20210305,3,274,4,1.83,0
20210306,3,276,4,1.79,0
20210307,3,145,2,0.94,0
20210308,3,3005,42,17.64,1
20210309,3,3265,45,20.69,1
20210310,3,2956,39,19.06,1
20210311,3,164,2,0.9,0
20210312,3,150,2,1.07,0
20210313,3,3203,45,19.76,1
20210314,3,202,3,1.44,0
20210315,3,2816,41,20.35,1
20210316,3,293,4,1.96,0
20210317,3,225,3,1.22,0
20210318,3,146,2,1.12,0
20210319,3,3210,42,18.37,1
20210320,3,327,4,1.64,0
20210321,3,158,2,1.06,0
20210322,3,133,2,1.15,0
20210323,3,194,3,1.36,0
20210324,3,207,3,1.67,0
20210325,3,3257,45,21.46,1
20210326,3,314,4,1.54,0
20210327,3,6047,83,39.04,2
20210328,3,5912,85,38.15,2
20210329,3,206,3,1.81,0
20210330,3,2493,36,18.31,1
20210331,3,134,2,0.86,0
20210401,3,2763,43,22.56,1
20210402,3,2589,35,17.6,1
20210403,3,244,4,1.72,0
20210404,3,408,5,2.22,0
20210405,3,3330,44,23.01,1
20210406,3,3140,44,17.86,1
20210407,3,280,4,2.05,0
20210408,3,365,5,2.56,0
20210409,3,3275,44,20.44,1
20210410,3,127,2,1.17,0
20210411,3,299,4,1.76,0
20210412,3,3381,44,19.45,1
20210413,3,2874,44,19.42,1
20210414,3,275,4,1.95,0
20210415,3,2844,42,18.81,1
20210416,3,214,3,1.25,0
20210417,3,3456,44,20.92,1
20210418,3,144,2,1.12,0
20210419,3,158,2,1.01,0
20210420,3,285,4,1.91,0
20210421,3,209,3,1.32,0
20210422,3,5157,76,36.03,2
20210423,3,146,2,1.07,0
20210424,3,138,2,0.77,0
20210425,3,153,2,0.85,0
20210426,3,2733,40,22.41,1
20210427,3,2712,39,20.88,1
20210428,3,6155,81,35.55,2
20210429,3,210,3,1.45,0
20210430,3,204,3,1.67,0
20210501,3,288,4,1.57,0
20210502,3,3045,40,19.27,1
20210503,3,143,2,1.34,0
20210504,3,280,4,1.87,0
20210505,3,229,3,1.29,0
20210506,3,154,2,0.97,0
20210507,3,211,3,1.6,0
20210508,3,138,2,0.91,0
20210509,3,319,5,1.97,0
20210510,3,348,5,2.48,0
20210511,3,312,4,2.0,0
20210512,3,2953,46,19.17,1
20210513,3,2724,40,19.79,1
20210514,3,3601,44,23.06,1
20210515,3,232,3,1.25,0
20210516,3,5382,72,34.88,2
20210517,3,2830,41,20.81,1
20210518,3,335,4,2.06,0
20210519,3,366,5,2.11,0
20210520,3,2910,42,18.56,1
20210521,3,344,4,1.63,0
20210522,3,3125,45,20.24,1
20210523,3,8206,119,64.22,3
20210524,3,306,4,2.09,0
20210525,3,467,6,2.86,0
20210526,3,10025,131,62.05,3
20210527,3,341,4,1.88,0
20210528,3,371,5,2.49,0
20210529,3,3802,53,27.14,1
20210530,3,391,5,2.75,0
20210531,3,206,3,1.46,0
20210601,3,3397,47,22.81,1
20210602,3,2792,39,20.98,1
20210603,3,224,3,1.34,0
20210604,3,7235,104,61.38,2
20210605,3,404,6,3.04,0
20210606,3,6189,83,44.04,2
20210607,3,348,5,2.58,0
20210608,3,347,5,2.72,0
20210609,3,3052,43,21.62,1
20210610,3,329,5,2.36,0
20210611,3,380,5,2.17,0
20210612,3,448,6,2.66,0
20210613,3,305,4,2.01,0
20210614,3,3208,46,19.15,1
20210615,3,3480,47,22.08,1
20210616,3,2658,35,19.01,1
20210617,3,198,3,1.39,0
20210618,3,261,4,2.2,0
20210619,3,297,4,1.74,0
20210620,3,554,7,3.05,0
20210621,3,261,4,1.83,0
20210622,3,7158,101,57.18,2
20210623,3,3270,46,21.27,1
20210624,3,3406,47,19.94,1
20210625,3,306,4,1.89,0
20210626,3,3738,50,26.08,1
20210627,3,3082,44,19.14,1
20210628,3,375,5,2.84,0
20210629,3,427,6,2.79,0
20210630,3,3719,51,24.92,1
20210701,3,3810,49,24.47,1
20210702,3,5761,87,40.17,2
20210703,3,3522,50,24.97,1
20210704,3,5797,81,35.9,2
20210705,3,2754,39,21.22,1
20210706,3,3903,48,21.91,1
20210707,3,3159,42,21.4,1
20210708,3,240,3,1.33,0
20210709,3,290,4,2.11,0
20210710,3,358,5,2.38,0
20210711,3,217,3,1.64,0
20210712,3,340,5,2.41,0
20210713,3,240,3,1.48,0
20210714,3,307,4,1.92,0
20210715,3,428,6,2.74,0
20210716,3,288,4,1.72,0
20210717,3,3007,38,21.55,1
20210718,3,3199,47,23.73,1
20210719,3,133,2,1.25,0
20210720,3,143,2,0.96,0
20210721,3,320,4,1.89,0
20210722,3,2681,37,18.69,1
20210723,3,3011,42,19.78,1
20210724,3,298,4,1.9,0
20210725,3,3105,46,23.92,1
20210726,3,221,3,1.65,0
20210727,3,194,3,1.67,0
20210728,3,5728,82,44.47,2
20210729,3,288,4,1.77,0
20210730,3,346,5,2.5,0
20210731,3,334,5,2.78,0
20210801,3,416,6,2.74,0
20210802,3,6108,83,36.14,2
20210803,3,3278,43,19.89,1
20210804,3,235,3,1.74,0
20210805,3,8400,99,54.72,2
20210806,3,290,4,2.11,0
20210807,3,300,4,2.51,0
20210808,3,6881,92,45.97,2
20210809,3,345,5,2.41,0
20210810,3,221,3,1.51,0
20210811,3,3011,46,26.72,1
20210812,3,228,3,1.46,0
20210813,3,3810,49,22.06,1
20210814,3,237,3,1.69,0
20210815,3,422,6,3.11,0
20210816,3,342,5,2.52,0
20210817,3,380,5,3.04,0
20210818,3,469,6,3.16,0
20210819,3,268,4,1.9,0
20210820,3,5767,72,36.35,2
20210821,3,346,5,2.88,0
20210822,3,3572,47,23.68,1
20210823,3,215,3,1.68,0
20210824,3,344,5,2.69,0
20210825,3,357,5,2.2,0
20210826,3,2618,35,18.13,1
20210827,3,203,3,1.72,0
20210828,3,11412,158,84.89,3
20210829,3,8486,144,76.04,3
20210830,3,3583,44,26.01,1
20210831,3,326,4,1.98,0
20210901,3,208,3,1.39,0
20210902,3,516,7,3.47,0
20210903,3,281,4,2.19,0
20210904,3,7385,94,43.93,2
20210905,3,293,4,2.31,0
20210906,3,3937,55,26.0,1
20210907,3,5930,78,42.38,2
20210908,3,581,8,3.79,0
20210909,3,3913,49,24.49,1
20210910,3,3666,51,23.39,1
20210911,3,2835,42,23.03,1
20210912,3,714,9,4.03,0
20210913,3,398,5,2.16,0
20210914,3,206,3,1.76,0
20210915,3,159,2,1.25,0
20210916,3,10225,146,70.2,3
20210917,3,6094,83,45.8,2
20210918,3,302,4,1.9,0
20210919,3,2497,37,18.87,1
20210920,3,349,5,2.69,0
20210921,3,3262,45,22.55,1
20210922,3,336,4,2.07,0
20210923,3,3179,45,20.72,1
20210924,3,3381,43,19.95,1
20210925,3,224,3,1.83,0
20210926,3,295,4,2.18,0
20210927,3,3028,46,23.32,1
20210928,3,225,3,1.73,0
20210929,3,241,3,1.92,0
20210930,3,270,4,2.01,0
20211001,3,353,5,2.24,0
20211002,3,212,3,1.63,0
20211003,3,2363,35,16.52,1
20211004,3,3062,46,23.78,1
20211005,3,3661,47,22.14,1
20211006,3,241,3,1.37,0
20211007,3,281,4,1.5,0
20211008,3,6302,84,43.36,2
20211009,3,373,5,2.01,0
20211010,3,237,3,1.64,0
20211011,3,214,3,1.79,0
20211012,3,144,2,1.05,0
20211013,3,6937,93,43.57,2
20211014,3,3695,46,23.66,1
20211015,3,3025,44,21.2,1
20211016,3,437,6,2.9,0
20211017,3,207,3,1.59,0
20211018,3,503,6,3.15,0
20211019,3,369,5,2.54,0
20211020,3,386,5,2.51,0
20211021,3,221,3,1.91,0
20211022,3,280,4,1.84,0
20211023,3,3112,43,22.95,1
20211024,3,5027,68,33.2,2
20211025,3,370,5,2.6,0
20211026,3,3576,44,22.02,1
20211027,3,3283,42,21.7,1
20211028,3,3392,49,26.66,1
20211029,3,6488,85,42.14,2
20211030,3,2974,43,21.65,1
20211031,3,493,7,3.24,0
20211101,3,6254,89,43.95,2
20211102,3,581,8,4.33,0
20211103,3,456,6,3.23,0
20211104,3,523,7,3.81,0
20211105,3,3280,46,29.18,1
20211106,3,7494,89,43.79,2
20211107,3,619,9,4.88,0
20211108,3,10619,139,78.08,3
20211109,3,6410,86,43.7,2
20211110,3,6333,85,40.7,2
20211111,3,595,8,4.88,0
20211112,3,642,8,4.38,0
20211113,3,6542,89,47.23,2
20211114,3,358,5,3.02,0
20211115,3,4530,54,29.98,1
20211116,3,6980,87,45.05,2
20211117,3,563,8,3.65,0
20211118,3,6188,87,43.37,2
20211119,3,7802,107,61.09,3
20211120,3,3945,51,28.26,1
20211121,3,3486,49,25.23,1
20211122,3,7902,99,59.16,2
20211123,3,300,4,2.26,0
20211124,3,4097,51,28.89,1
20211125,3,3826,51,27.31,1
20211126,3,3873,49,29.91,1
20211127,3,213,3,1.88,0
20211128,3,507,7,3.43,0
20211129,3,6922,90,46.58,2
20211130,3,557,8,4.23,0
20211201,3,4330,55,26.93,1
20211202,3,3427,46,21.56,1
20211203,3,3549,46,24.43,1
20211204,3,498,7,3.28,0
20211205,3,3149,44,22.24,1
20211206,3,413,6,3.18,0
20211207,3,518,7,3.48,0
20211208,3,533,6,2.98,0
20211209,3,458,6,3.9,0
20211210,3,2981,44,24.61,1
20211211,3,304,4,2.56,0
20211212,3,7099,85,43.16,2
20211213,3,3406,47,26.08,1
20211214,3,3464,48,24.48,1
20211215,3,545,7,3.35,0
20211216,3,3553,47,29.55,1
20211217,3,3370,43,21.31,1
20211218,3,7653,106,46.66,2
20211219,3,3193,43,21.63,1
20211220,3,3996,50,22.41,1
20211221,3,4176,56,27.17,1
20211222,3,4206,54,26.48,1
20211223,3,546,8,4.05,0
20211224,3,3674,52,23.33,1
20211225,3,3155,42,24.7,1
20211226,3,6234,84,38.31,2
20211227,3,491,7,3.45,0
20211228,3,528,7,3.76,0
20211229,3,3065,43,24.09,1
20211230,3,410,6,3.52,0
20211231,3,538,7,4.03,0
20220101,3,7166,106,54.57,2
20220102,3,9977,145,74.05,3
20220103,3,5663,77,42.25,2
20220104,3,6900,90,51.91,2
20220105,3,3018,41,23.04,1
20220106,3,303,4,1.96,0
20220107,3,3133,40,21.81,1
20220108,3,3834,53,27.84,1
20220109,3,3336,42,23.09,1
20220110,3,305,4,2.79,0
20220111,3,3505,46,24.23,1
20220112,3,568,7,3.65,0
20220113,3,3664,51,26.31,1
20220114,3,455,6,3.57,0
20220115,3,3665,53,23.75,1
20220116,3,6601,87,46.11,2
20220117,3,383,5,3.14,0
20220118,3,632,8,3.85,0
20220119,3,298,4,1.93,0
20220120,3,6192,83,52.47,2
20220121,3,3148,44,24.21,1
20220122,3,596,8,3.57,0
20220123,3,198,3,1.55,0
20220124,3,364,5,2.48,0
20220125,3,4050,51,25.48,1
20220126,3,6386,80,43.27,2
20220127,3,3118,43,22.76,1
20220128,3,318,4,2.47,0
20220129,3,3468,48,23.39,1
20220130,3,3478,49,25.81,1
20220131,3,638,9,4.89,0
20220201,3,316,4,2.31,0
20220202,3,7160,101,54.87,2
20220203,3,661,9,3.94,0
20220204,3,389,5,2.44,0
20220205,3,4010,53,27.89,1
20220206,3,510,7,4.18,0
20220207,3,468,6,3.38,0
20220208,3,7289,99,54.34,2
20220209,3,344,5,2.75,0
20220210,3,7573,107,64.04,2
20220211,3,9180,123,72.47,3
20220212,3,3402,46,25.59,1
20220213,3,7129,92,58.64,2
20220214,3,4023,52,26.53,1
20220215,3,13496,164,80.32,4
20220216,3,517,7,3.88,0
20220217,3,720,10,5.25,0
20220218,3,4146,55,24.2,1
20220219,3,4352,55,28.31,1
20220220,3,299,4,2.36,0
20220221,3,3257,47,25.21,1
20220222,3,498,7,3.51,0
20220223,3,11889,158,85.63,3
20220224,3,332,5,2.5,0
20220225,3,575,9,4.93,0
20220226,3,3171,41,20.95,1
20220227,3,8924,117,67.93,3
20220228,3,3172,44,21.79,1
20220301,3,397,5,2.6,0
20220302,3,357,5,3.24,0
20220303,3,3662,49,24.66,1
20220304,3,3677,50,25.62,1
20220305,3,4204,54,26.32,1
20220306,3,710,9,4.73,0
20220307,3,3729,44,23.95,1
20220308,3,757,11,6.44,0
20220309,3,3911,55,29.75,1
20220310,3,578,8,4.37,0
20220311,3,3612,49,24.07,1
20220312,3,7260,84,43.25,2
20220313,3,3623,46,22.27,1
20220314,3,3288,43,24.7,1
20220315,3,3857,48,27.95,1
20220316,3,7670,92,50.26,2
20220317,3,3514,44,24.81,1
20220318,3,7511,100,58.62,2
20220319,3,13596,181,100.03,4
20220320,3,2997,42,25.54,1
20220321,3,9854,148,74.45,3
20220322,3,6871,95,50.71,2
20220323,3,762,10,5.49,0
20220324,3,3316,49,28.06,1
20220325,3,4311,52,25.27,1
20220326,3,13155,154,94.67,4
20220327,3,477,6,3.58,0
20220328,3,718,10,6.33,0
20220329,3,4256,57,31.35,1
20220330,3,807,10,5.41,0
20220331,3,3153,40,23.23,1
20220401,3,894,11,6.34,0
20220402,3,488,6,3.31,0
20220403,3,6465,94,43.98,2
20220404,3,13553,178,84.73,4
20220405,3,679,10,5.89,0
20220406,3,6531,82,51.32,2
20220407,3,440,6,2.74,0
20220408,3,3725,50,26.95,1
20220409,3,6234,87,46.78,2
20220410,3,3646,49,31.23,1
20220411,3,641,9,5.7,0
20220412,3,4020,55,31.47,1
20220413,3,13233,164,97.51,4
20220414,3,506,7,3.9,0
20220415,3,685,9,4.47,0
20220416,3,871,11,6.6,0
20220417,3,5730,79,40.37,2
20220418,3,6797,95,51.87,2
20220419,3,8097,104,63.21,2
20220420,3,8420,109,60.81,2
20220421,3,10277,125,75.64,3
20220422,3,7166,85,52.08,2
20220423,3,998,13,6.31,0
20220424,3,4041,56,25.99,1
20220425,3,4073,52,31.5,1
20220426,3,3474,50,30.46,1
20220427,3,11343,148,83.88,3
20220428,3,3602,47,27.06,1
20220429,3,3544,46,27.47,1
20220430,3,357,5,3.03,0
20220501,3,8023,100,54.1,2
20220502,3,7939,104,62.35,2
20220503,3,626,8,4.53,0
20220504,3,9717,124,70.21,3
20220505,3,3781,50,28.43,1
20220506,3,6639,87,45.37,2
20220507,3,3985,56,29.36,1
20220508,3,683,9,6.16,0
20220509,3,3813,52,27.06,1
20220510,3,3977,53,30.41,1
20220511,3,3137,45,26.58,1
20220512,3,3862,50,27.72,1
20220513,3,695,9,5.57,0
20220514,3,3192,44,25.22,1
20220515,3,3480,45,23.6,1
20220516,3,14509,197,115.22,4
20220517,3,726,11,6.05,0
20220518,3,563,7,4.69,0
20220519,3,3462,50,28.92,1
20220520,3,4379,56,29.94,1
20220521,3,3924,56,32.16,1
20220522,3,6632,91,47.26,2
20220523,3,10037,137,78.58,3
20220524,3,690,9,5.09,0
20220525,3,7403,96,50.6,2
20220526,3,1031,13,6.81,0
20220527,3,3874,51,34.86,1
20220528,3,8222,107,60.82,2
20220529,3,827,11,6.18,0
20220530,3,7859,95,51.03,2
20220531,3,7440,98,57.07,2
20220601,3,7119,101,53.8,2
20220602,3,3665,51,26.38,1
20220603,3,7291,96,53.97,2
20220604,3,7501,115,64.69,3
20220605,3,788,10,5.45,0
20220606,3,5507,72,37.78,1
20220607,3,581,7,3.88,0
20220608,3,6783,87,47.42,2
20220609,3,957,14,7.41,0
20220610,3,7081,91,52.78,2
20220611,3,3922,47,31.79,1
20220612,3,4552,63,39.5,1
20220613,3,10192,137,90.62,3
20220614,3,3550,49,26.44,1
20220615,3,8142,105,68.26,2
20220616,3,14647,181,104.54,4
20220617,3,7549,98,60.23,2
20220618,3,811,11,6.66,0
20220619,3,6659,87,48.04,2
20220620,3,819,11,6.58,0
20220621,3,4172,53,31.09,1
20220622,3,8546,115,56.51,2
20220623,3,3355,44,24.76,1
20220624,3,4137,52,31.74,1
20220625,3,4084,54,31.34,1
20220626,3,6479,83,49.29,2
20220627,3,4190,57,30.37,1
20220628,3,3330,46,26.89,1
20220629,3,3406,46,26.23,1
20220630,3,926,11,5.91,0
20220701,3,3963,49,26.2,1
20220702,3,634,8,4.92,0
20220703,3,7447,93,54.59,2
20220704,3,6547,83,48.01,2
20220705,3,578,8,5.09,0
20220706,3,3881,53,31.32,1
20220707,3,4231,54,33.99,1
20220708,3,6635,90,52.39,2
20220709,3,6217,83,45.89,2
20220710,3,6814,89,46.64,2
20220711,3,4137,58,33.74,1
20220712,3,875,11,4.88,0
20220713,3,4038,53,30.94,1
20220714,3,814,10,6.07,0
20220715,3,7957,98,55.25,2
20220716,3,4646,56,31.79,1
20220717,3,3976,49,25.59,1
20220718,3,761,10,6.52,0
20220719,3,779,10,5.56,0
20220720,3,4665,60,31.87,1
20220721,3,779,10,6.19,0
20220722,3,413,6,3.32,0
20220723,3,10570,129,71.96,3
20220724,3,4371,53,29.44,1
20220725,3,4188,52,30.06,1
20220726,3,4306,56,35.84,1
20220727,3,10914,147,87.97,3
20220728,3,3616,49,28.13,1
20220729,3,11000,152,93.78,3
20220730,3,540,7,4.3,0
20220731,3,9964,127,75.57,3
20220801,3,5835,84,48.86,2
20220802,3,8241,91,55.05,2
20220803,3,6872,90,50.16,2
20220804,3,12250,164,86.31,3
20220805,3,3699,54,33.33,1
20220806,3,4743,56,36.45,1
20220807,3,629,8,4.11,0
20220808,3,6822,82,48.15,2
20220809,3,1538,18,10.04,0
20220810,3,854,11,7.08,0
20220811,3,584,8,4.48,0
20220812,3,6852,96,72.17,2
20220813,3,4833,61,34.58,1
20220814,3,8185,111,72.49,2
20220815,3,8078,104,68.91,2
20220816,3,7647,103,62.12,2
20220817,3,3868,54,31.46,1
20220818,3,4273,55,31.9,1
20220819,3,8567,119,69.01,2
20220820,3,7599,92,58.17,2
20220821,3,7458,101,54.52,2
20220822,3,650,9,4.94,0
20220823,3,11626,160,90.7,4
20220824,3,990,12,5.93,0
20220825,3,9726,125,77.71,3
20220826,3,4151,55,34.75,1
20220827,3,4042,54,29.81,1
20220828,3,7635,100,63.06,2
20220829,3,847,12,6.22,0
20220830,3,4904,59,34.73,1
20220831,3,12016,154,88.95,3
20220901,3,4511,53,30.91,1
20220902,3,1038,14,8.49,0
20220903,3,3721,50,29.18,1
20220904,3,6105,97,55.03,2
20220905,3,579,8,4.87,0
20220906,3,8375,111,72.48,2
20220907,3,12888,170,94.98,4
20220908,3,3296,42,29.68,1
20220909,3,9550,125,69.52,3
20220910,3,757,10,6.12,0
20220911,3,693,8,5.07,0
20220912,3,7993,105,60.01,2
20220913,3,7274,95,62.21,2
20220914,3,9848,142,86.76,3
20220915,3,777,10,5.5,0
20220916,3,7262,90,58.64,2
20220917,3,4778,63,34.05,1
20220918,3,5065,66,37.25,1
20220919,3,777,10,6.39,0
20220920,3,23644,284,177.9,6
20220921,3,934,12,7.44,0
20220922,3,11339,142,82.79,3
20220923,3,7267,93,53.73,2
20220924,3,8343,113,72.55,2
20220925,3,8034,100,60.25,2
20220926,3,8523,109,60.04,2
20220927,3,1345,18,9.87,0
20220928,3,549,7,4.72,0
20220929,3,6667,101,55.95,2
20220930,3,3727,49,29.26,1
20221001,3,7487,90,59.19,2
20221002,3,6659,82,50.54,2
20221003,3,9070,111,61.46,2
20221004,3,7629,94,51.12,2
20221005,3,6882,92,62.92,2
20221006,3,4624,56,30.18,1
20221007,3,4178,53,29.7,1
20221008,3,3608,50,30.75,1
20221009,3,957,12,6.86,0
20221010,3,6608,89,54.92,2
20221011,3,1197,14,7.32,0
20221012,3,474,6,3.72,0
20221013,3,816,10,6.23,0
20221014,3,760,10,6.48,0
20221015,3,8066,98,55.47,2
20221016,3,6423,94,51.18,2
20221017,3,4183,49,29.62,1
20221018,3,795,11,5.96,0
20221019,3,3891,53,34.57,1
20221020,3,4482,59,35.55,1
20221021,3,9799,127,71.21,3
20221022,3,7273,105,57.22,2
20221023,3,6609,99,55.79,2
20221024,3,4312,55,28.66,1
20221025,3,13196,172,106.56,4
20221026,3,8968,112,62.3,2
20221027,3,4570,55,33.89,1
20221028,3,3843,51,31.89,1
20221029,3,1450,19,12.24,0
20221030,3,5036,59,35.7,1
20221031,3,17270,229,149.48,4
20221101,3,1143,15,9.88,0
20221102,3,15914,198,120.79,4
20221103,3,14365,178,108.81,4
20221104,3,7938,105,60.08,2
20221105,3,10141,144,79.78,3
20221106,3,8179,108,71.29,2
20221107,3,4812,65,40.95,1
20221108,3,8319,102,64.3,2
20221109,3,1511,19,11.03,0
20221110,3,11074,148,101.0,4
20221111,3,21641,257,151.09,5
20221112,3,15947,208,116.87,4
20221113,3,11306,150,85.97,3
20221114,3,6849,88,60.15,2
20221115,3,19579,257,141.17,5
20221116,3,4799,62,35.07,1
20221117,3,1613,20,14.9,0
20221118,3,9672,116,74.98,2
20221119,3,8593,110,62.33,2
20221120,3,7904,110,60.87,2
20221121,3,1754,24,12.84,0
20221122,3,8332,105,63.77,2
20221123,3,4211,53,33.99,1
20221124,3,5268,66,44.99,1
20221125,3,5588,70,36.02,1
20221126,3,11007,144,78.06,3
20221127,3,20438,280,167.18,6
20221128,3,6655,98,74.08,2
20221129,3,17008,208,134.65,4
20221130,3,7482,100,62.11,2
20221201,3,12202,162,88.47,3
20221202,3,5160,65,33.17,1
20221203,3,10513,127,76.77,3
20221204,3,4747,62,37.13,1
20221205,3,6787,99,58.47,2
20221206,3,843,11,6.18,0
20221207,3,5388,66,37.47,1
20221208,3,4796,61,33.9,1
20221209,3,4337,52,35.01,1
20221210,3,4047,52,29.56,1
20221211,3,9572,128,75.55,3
20221212,3,4386,54,32.81,1
20221213,3,9380,99,63.7,2
20221214,3,690,9,5.23,0
20221215,3,8998,112,73.18,2
20221216,3,11336,139,80.42,3
20221217,3,3836,47,28.41,1
20221218,3,11953,157,108.86,3
20221219,3,10151,127,71.56,3
20221220,3,9074,123,79.28,2
20221221,3,4200,57,37.47,1
20221222,3,4441,56,34.79,1
20221223,3,7971,99,59.77,2
20221224,3,4105,53,37.98,1
20221225,3,12677,161,97.74,3
