order_line_key,order_id,date_key,customer_key,product_key,channel_key,quantity,unit_price,discount_pct,net_revenue,unit_cost,total_cost,gross_profit
90408,60118,20241219,6364,30,5,1,58.0,0.2157,45.49,21.2,21.2,24.29
90409,60118,20241219,6364,54,5,1,26.0,0.2157,20.39,10.53,10.53,9.86
90410,60119,20250813,6364,13,5,1,32.0,0.0,32.0,12.3,12.3,19.7
90411,60120,20251106,6364,37,5,1,68.0,0.0,68.0,22.37,22.37,45.63
90412,60121,20251230,6364,42,5,1,68.0,0.0,68.0,23.8,23.8,44.2
90413,60122,20221028,6365,19,5,2,46.0,0.0,92.0,16.09,32.18,59.82
90414,60122,20221028,6365,41,5,1,68.0,0.0,68.0,22.99,22.99,45.01
90415,60122,20221028,6365,28,5,1,58.0,0.0,58.0,20.09,20.09,37.91
90416,60123,20230213,6365,37,1,1,68.0,0.0,68.0,22.37,22.37,45.63
90417,60123,20230213,6365,8,1,1,42.0,0.0,42.0,13.8,13.8,28.2
90418,60124,20230620,6365,30,5,1,58.0,0.1032,52.01,21.2,21.2,30.81
90419,60125,20230723,6365,39,5,1,68.0,0.0,68.0,22.56,22.56,45.44
90420,60125,20230723,6365,12,5,1,42.0,0.0,42.0,13.98,13.98,28.02
90421,60126,20240927,6365,1,5,1,28.0,0.1335,24.26,10.03,10.03,14.23
90422,60127,20250210,6365,41,5,1,68.0,0.1472,57.99,22.99,22.99,35.0
90423,60128,20250809,6365,10,2,2,42.0,0.1339,72.75,13.38,26.76,45.99
90424,60128,20250809,6365,57,2,2,36.0,0.1339,62.36,12.92,25.84,36.52
90425,60129,20240518,6366,18,5,1,32.0,0.0,32.0,11.74,11.74,20.26
90426,60129,20240518,6366,13,5,1,32.0,0.0,32.0,12.3,12.3,19.7
90427,60129,20240518,6366,14,5,1,32.0,0.0,32.0,12.47,12.47,19.53
90428,60130,20250630,6366,12,5,1,42.0,0.2165,32.91,13.98,13.98,18.93
90429,60130,20250630,6366,8,5,1,42.0,0.2165,32.91,13.8,13.8,19.11
90430,60131,20250824,6366,22,5,1,46.0,0.0,46.0,15.44,15.44,30.56
90431,60132,20230405,6367,31,5,1,78.0,0.0,78.0,25.53,25.53,52.47
90432,60133,20250524,6367,39,4,1,68.0,0.0,68.0,22.56,22.56,45.44
90433,60134,20250807,6367,51,5,1,26.0,0.0,26.0,10.17,10.17,15.83
90434,60135,20221120,6368,5,5,1,28.0,0.0,28.0,9.46,9.46,18.54
90435,60135,20221120,6368,1,5,2,28.0,0.0,56.0,10.03,20.06,35.94
90436,60136,20230209,6368,16,5,1,32.0,0.0,32.0,11.9,11.9,20.1
90437,60137,20230927,6368,40,4,1,68.0,0.0,68.0,23.47,23.47,44.53
90438,60138,20241104,6368,14,5,1,32.0,0.2649,23.52,12.47,12.47,11.05
90439,60138,20241104,6368,4,5,1,28.0,0.2649,20.58,9.97,9.97,10.61
90440,60139,20240726,6369,59,1,1,36.0,0.0,36.0,12.57,12.57,23.43
90441,60139,20240726,6369,45,1,2,95.0,0.0,190.0,29.45,58.9,131.1
90442,60140,20250605,6369,29,5,1,58.0,0.0,58.0,20.28,20.28,37.72
90443,60141,20221211,6370,50,5,1,26.0,0.0,26.0,10.12,10.12,15.88
90444,60142,20230413,6370,28,2,1,58.0,0.0,58.0,20.09,20.09,37.91
90445,60143,20230510,6370,23,5,1,46.0,0.0,46.0,16.29,16.29,29.71
90446,60144,20231024,6370,33,1,1,78.0,0.0,78.0,24.55,24.55,53.45
90447,60145,20250102,6370,20,5,2,46.0,0.0,92.0,15.82,31.64,60.36
90448,60146,20250420,6370,44,5,1,95.0,0.0,95.0,27.97,27.97,67.03
90449,60147,20250909,6370,19,5,1,46.0,0.0,46.0,16.09,16.09,29.91
90450,60147,20250909,6370,27,5,1,58.0,0.0,58.0,20.82,20.82,37.18
90451,60148,20240626,6371,17,5,1,32.0,0.0,32.0,12.21,12.21,19.79
90452,60149,20250406,6371,16,5,1,32.0,0.2402,24.32,11.9,11.9,12.42
90453,60149,20250406,6371,1,5,2,28.0,0.2402,42.55,10.03,20.06,22.49
90454,60150,20230930,6372,41,5,1,68.0,0.0,68.0,22.99,22.99,45.01
90455,60151,20240330,6372,19,5,1,46.0,0.0,46.0,16.09,16.09,29.91
90456,60151,20240330,6372,27,5,1,58.0,0.0,58.0,20.82,20.82,37.18
90457,60152,20240408,6372,40,5,1,68.0,0.1272,59.35,23.47,23.47,35.88
90458,60153,20240810,6372,4,5,2,28.0,0.0,56.0,9.97,19.94,36.06
90459,60153,20240810,6372,38,5,1,68.0,0.0,68.0,23.07,23.07,44.93
90460,60154,20241002,6372,45,1,1,95.0,0.0,95.0,29.45,29.45,65.55
90461,60155,20251114,6372,33,1,1,78.0,0.2608,57.66,24.55,24.55,33.11
90462,60156,20230110,6373,29,5,1,58.0,0.0,58.0,20.28,20.28,37.72
90463,60157,20250814,6373,34,5,1,78.0,0.0,78.0,24.66,24.66,53.34
90464,60158,20251114,6373,41,5,1,68.0,0.3807,42.11,22.99,22.99,19.12
90465,60159,20240920,6374,26,2,1,58.0,0.0,58.0,20.35,20.35,37.65
90466,60160,20250311,6374,51,5,1,26.0,0.0,26.0,10.17,10.17,15.83
90467,60160,20250311,6374,28,5,1,58.0,0.0,58.0,20.09,20.09,37.91
90468,60161,20251204,6374,37,5,1,68.0,0.0,68.0,22.37,22.37,45.63
90469,60162,20231104,6375,26,5,1,58.0,0.0,58.0,20.35,20.35,37.65
90470,60162,20231104,6375,17,5,1,32.0,0.0,32.0,12.21,12.21,19.79
90471,60163,20240531,6375,43,5,1,95.0,0.0,95.0,29.07,29.07,65.93
90472,60164,20240802,6375,6,1,1,28.0,0.0,28.0,10.2,10.2,17.8
90473,60165,20250123,6375,29,3,1,58.0,0.0,58.0,20.28,20.28,37.72
90474,60165,20250123,6375,43,3,1,95.0,0.0,95.0,29.07,29.07,65.93
90475,60165,20250123,6375,34,3,1,78.0,0.0,78.0,24.66,24.66,53.34
90476,60166,20240519,6376,51,5,1,26.0,0.0,26.0,10.17,10.17,15.83
90477,60167,20241002,6376,29,5,1,58.0,0.0,58.0,20.28,20.28,37.72
90478,60168,20250207,6376,41,4,1,68.0,0.0,68.0,22.99,22.99,45.01
90479,60168,20250207,6376,41,4,2,68.0,0.0,136.0,22.99,45.98,90.02
90480,60169,20241210,6377,1,5,2,28.0,0.0,56.0,10.03,20.06,35.94
90481,60170,20230606,6378,32,1,1,78.0,0.0,78.0,26.05,26.05,51.95
90482,60170,20230606,6378,49,1,1,26.0,0.0,26.0,10.54,10.54,15.46
90483,60171,20240213,6378,28,5,1,58.0,0.0,58.0,20.09,20.09,37.91
90484,60172,20241025,6378,44,5,1,95.0,0.0,95.0,27.97,27.97,67.03
90485,60172,20241025,6378,26,5,1,58.0,0.0,58.0,20.35,20.35,37.65
90486,60173,20250910,6378,33,2,1,78.0,0.0,78.0,24.55,24.55,53.45
90487,60174,20231108,6379,25,2,2,58.0,0.0,116.0,21.36,42.72,73.28
90488,60174,20231108,6379,25,2,1,58.0,0.0,58.0,21.36,21.36,36.64
90489,60175,20241221,6379,15,5,1,32.0,0.2309,24.61,12.11,12.11,12.5
90490,60175,20241221,6379,10,5,2,42.0,0.2309,64.6,13.38,26.76,37.84
90491,60175,20241221,6379,25,5,1,58.0,0.2309,44.61,21.36,21.36,23.25
90492,60176,20250331,6379,3,5,2,28.0,0.2228,43.52,10.1,20.2,23.32
90493,60176,20250331,6379,29,5,1,58.0,0.2228,45.08,20.28,20.28,24.8
90494,60176,20250331,6379,32,5,1,78.0,0.2228,60.62,26.05,26.05,34.57
90495,60177,20230623,6380,1,5,3,28.0,0.0,84.0,10.03,30.09,53.91
90496,60177,20230623,6380,6,5,1,28.0,0.0,28.0,10.2,10.2,17.8
90497,60178,20231226,6380,47,5,1,95.0,0.1339,82.28,28.18,28.18,54.1
90498,60178,20231226,6380,24,5,1,46.0,0.1339,39.84,16.18,16.18,23.66
90499,60179,20240325,6380,7,5,1,42.0,0.0,42.0,13.77,13.77,28.23
90500,60179,20240325,6380,39,5,1,68.0,0.0,68.0,22.56,22.56,45.44
90501,60180,20240501,6380,19,5,3,46.0,0.123,121.03,16.09,48.27,72.76
90502,60180,20240501,6380,25,5,1,58.0,0.123,50.87,21.36,21.36,29.51
90503,60181,20240705,6380,47,5,1,95.0,0.0,95.0,28.18,28.18,66.82
90504,60181,20240705,6380,43,5,1,95.0,0.0,95.0,29.07,29.07,65.93
90505,60181,20240705,6380,6,5,1,28.0,0.0,28.0,10.2,10.2,17.8
90506,60182,20241116,6380,15,5,1,32.0,0.0,32.0,12.11,12.11,19.89
90507,60182,20241116,6380,4,5,1,28.0,0.0,28.0,9.97,9.97,18.03
90508,60183,20250319,6380,14,2,2,32.0,0.0,64.0,12.47,24.94,39.06
90509,60184,20250821,6380,13,5,1,32.0,0.0,32.0,12.3,12.3,19.7
90510,60184,20250821,6380,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
90511,60184,20250821,6380,5,5,1,28.0,0.0,28.0,9.46,9.46,18.54
90512,60185,20231015,6381,2,5,1,28.0,0.0,28.0,9.75,9.75,18.25
90513,60186,20241219,6381,9,5,1,42.0,0.0,42.0,12.97,12.97,29.03
90514,60187,20250201,6381,44,5,1,95.0,0.0,95.0,27.97,27.97,67.03
90515,60187,20250201,6381,38,5,1,68.0,0.0,68.0,23.07,23.07,44.93
90516,60187,20250201,6381,47,5,1,95.0,0.0,95.0,28.18,28.18,66.82
90517,60188,20250424,6381,33,5,1,78.0,0.0,78.0,24.55,24.55,53.45
90518,60189,20250817,6381,38,5,1,68.0,0.0,68.0,23.07,23.07,44.93
90519,60190,20221210,6382,6,5,1,28.0,0.0,28.0,10.2,10.2,17.8
90520,60191,20231025,6382,40,2,1,68.0,0.0,68.0,23.47,23.47,44.53
90521,60191,20231025,6382,3,2,1,28.0,0.0,28.0,10.1,10.1,17.9
90522,60192,20240813,6382,45,5,1,95.0,0.0,95.0,29.45,29.45,65.55
90523,60192,20240813,6382,15,5,1,32.0,0.0,32.0,12.11,12.11,19.89
90524,60193,20230706,6383,45,5,1,95.0,0.0,95.0,29.45,29.45,65.55
90525,60193,20230706,6383,11,5,1,42.0,0.0,42.0,13.28,13.28,28.72
90526,60194,20231012,6383,50,5,1,26.0,0.0,26.0,10.12,10.12,15.88
90527,60195,20231107,6383,36,5,1,78.0,0.2784,56.28,24.23,24.23,32.05
90528,60196,20240610,6383,14,5,1,32.0,0.0,32.0,12.47,12.47,19.53
90529,60196,20240610,6383,6,5,1,28.0,0.0,28.0,10.2,10.2,17.8
90530,60197,20250420,6383,12,5,1,42.0,0.0,42.0,13.98,13.98,28.02
90531,60198,20250518,6383,44,5,1,95.0,0.0,95.0,27.97,27.97,67.03
90532,60199,20250811,6383,15,5,1,32.0,0.0,32.0,12.11,12.11,19.89
90533,60200,20221221,6384,44,5,1,95.0,0.0,95.0,27.97,27.97,67.03
90534,60201,20240208,6384,6,5,1,28.0,0.0,28.0,10.2,10.2,17.8
90535,60202,20240519,6384,28,1,2,58.0,0.0,116.0,20.09,40.18,75.82
90536,60203,20250203,6384,13,5,1,32.0,0.0,32.0,12.3,12.3,19.7
90537,60203,20250203,6384,37,5,1,68.0,0.0,68.0,22.37,22.37,45.63
90538,60203,20250203,6384,4,5,3,28.0,0.0,84.0,9.97,29.91,54.09
90539,60204,20230114,6385,6,4,1,28.0,0.0,28.0,10.2,10.2,17.8
90540,60205,20230209,6385,25,2,1,58.0,0.0,58.0,21.36,21.36,36.64
90541,60205,20230209,6385,4,2,2,28.0,0.0,56.0,9.97,19.94,36.06
90542,60205,20230209,6385,2,2,1,28.0,0.0,28.0,9.75,9.75,18.25
90543,60206,20230420,6385,49,5,1,26.0,0.0,26.0,10.54,10.54,15.46
90544,60207,20230920,6385,9,5,1,42.0,0.0,42.0,12.97,12.97,29.03
90545,60208,20231014,6385,32,3,1,78.0,0.1493,66.35,26.05,26.05,40.3
90546,60208,20231014,6385,27,3,1,58.0,0.1493,49.34,20.82,20.82,28.52
90547,60209,20250315,6385,13,5,1,32.0,0.0,32.0,12.3,12.3,19.7
90548,60209,20250315,6385,2,5,1,28.0,0.0,28.0,9.75,9.75,18.25
90549,60210,20251227,6385,23,5,2,46.0,0.0,92.0,16.29,32.58,59.42
90550,60211,20221214,6386,15,5,1,32.0,0.2007,25.58,12.11,12.11,13.47
90551,60211,20221214,6386,1,5,1,28.0,0.2007,22.38,10.03,10.03,12.35
90552,60212,20230122,6386,10,5,2,42.0,0.0,84.0,13.38,26.76,57.24
90553,60213,20230402,6386,22,5,1,46.0,0.0,46.0,15.44,15.44,30.56
90554,60214,20230727,6386,37,5,1,68.0,0.0,68.0,22.37,22.37,45.63
90555,60215,20240711,6386,14,1,3,32.0,0.0,96.0,12.47,37.41,58.59
90556,60216,20240402,6387,15,2,2,32.0,0.0,64.0,12.11,24.22,39.78
90557,60217,20250304,6387,52,1,1,26.0,0.0,26.0,10.02,10.02,15.98
90558,60218,20250604,6387,17,5,1,32.0,0.0,32.0,12.21,12.21,19.79
90559,60219,20230618,6388,15,3,1,32.0,0.0,32.0,12.11,12.11,19.89
90560,60219,20230618,6388,2,3,1,28.0,0.0,28.0,9.75,9.75,18.25
90561,60220,20241030,6388,39,5,1,68.0,0.0,68.0,22.56,22.56,45.44
90562,60221,20251028,6388,19,5,1,46.0,0.0,46.0,16.09,16.09,29.91
90563,60222,20231109,6389,38,1,1,68.0,0.3748,42.51,23.07,23.07,19.44
90564,60223,20240126,6389,27,5,1,58.0,0.0,58.0,20.82,20.82,37.18
90565,60223,20240126,6389,29,5,1,58.0,0.0,58.0,20.28,20.28,37.72
90566,60223,20240126,6389,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
90567,60224,20250426,6389,13,5,2,32.0,0.1814,52.39,12.3,24.6,27.79
90568,60225,20250715,6389,28,5,2,58.0,0.0,116.0,20.09,40.18,75.82
90569,60226,20250915,6389,39,5,1,68.0,0.1066,60.75,22.56,22.56,38.19
90570,60227,20231127,6390,3,5,1,28.0,0.229,21.59,10.1,10.1,11.49
90571,60227,20231127,6390,3,5,1,28.0,0.229,21.59,10.1,10.1,11.49
90572,60228,20240901,6390,41,5,1,68.0,0.0,68.0,22.99,22.99,45.01
90573,60229,20250215,6390,43,5,3,95.0,0.0,285.0,29.07,87.21,197.79
90574,60229,20250215,6390,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
90575,60229,20250215,6390,51,5,2,26.0,0.0,52.0,10.17,20.34,31.66
90576,60230,20230722,6391,56,5,1,36.0,0.162,30.17,13.26,13.26,16.91
90577,60231,20250913,6391,48,5,1,95.0,0.0,95.0,27.9,27.9,67.1
90578,60232,20251220,6391,7,5,1,42.0,0.0,42.0,13.77,13.77,28.23
90579,60233,20221024,6392,25,2,1,58.0,0.0,58.0,21.36,21.36,36.64
90580,60234,20230315,6392,21,5,1,46.0,0.0,46.0,16.0,16.0,30.0
90581,60235,20230503,6392,16,2,1,32.0,0.0,32.0,11.9,11.9,20.1
90582,60236,20240714,6392,3,3,1,28.0,0.0,28.0,10.1,10.1,17.9
90583,60237,20250703,6392,37,5,1,68.0,0.0,68.0,22.37,22.37,45.63
90584,60237,20250703,6392,4,5,1,28.0,0.0,28.0,9.97,9.97,18.03
90585,60238,20251127,6392,39,1,1,68.0,0.33,45.56,22.56,22.56,23.0
90586,60238,20251127,6392,43,1,1,95.0,0.33,63.65,29.07,29.07,34.58
90587,60239,20230513,6393,9,5,1,42.0,0.0,42.0,12.97,12.97,29.03
90588,60239,20230513,6393,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
90589,60240,20230711,6393,7,5,1,42.0,0.0,42.0,13.77,13.77,28.23
90590,60241,20250402,6393,49,5,1,26.0,0.0,26.0,10.54,10.54,15.46
90591,60242,20250528,6393,3,5,1,28.0,0.2479,21.06,10.1,10.1,10.96
90592,60242,20250528,6393,14,5,1,32.0,0.2479,24.07,12.47,12.47,11.6
90593,60243,20230120,6394,4,1,1,28.0,0.0,28.0,9.97,9.97,18.03
90594,60243,20230120,6394,5,1,1,28.0,0.0,28.0,9.46,9.46,18.54
90595,60244,20230223,6394,5,5,1,28.0,0.0,28.0,9.46,9.46,18.54
90596,60244,20230223,6394,49,5,1,26.0,0.0,26.0,10.54,10.54,15.46
90597,60245,20230331,6394,50,5,1,26.0,0.0,26.0,10.12,10.12,15.88
90598,60246,20240203,6394,6,1,2,28.0,0.0,56.0,10.2,20.4,35.6
90599,60247,20240313,6394,19,5,1,46.0,0.0,46.0,16.09,16.09,29.91
90600,60248,20240623,6394,4,5,1,28.0,0.0,28.0,9.97,9.97,18.03
90601,60248,20240623,6394,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
90602,60249,20250112,6395,33,5,1,78.0,0.0,78.0,24.55,24.55,53.45
90603,60249,20250112,6395,18,5,1,32.0,0.0,32.0,11.74,11.74,20.26
90604,60250,20221203,6396,52,1,1,26.0,0.0,26.0,10.02,10.02,15.98
90605,60250,20221203,6396,46,1,1,95.0,0.0,95.0,29.37,29.37,65.63
90606,60251,20230929,6396,5,1,2,28.0,0.0,56.0,9.46,18.92,37.08
90607,60252,20241026,6396,21,5,2,46.0,0.0,92.0,16.0,32.0,60.0
90608,60253,20230118,6398,56,5,1,36.0,0.0,36.0,13.26,13.26,22.74
90609,60254,20221103,6399,21,5,1,46.0,0.0,46.0,16.0,16.0,30.0
90610,60255,20240201,6399,56,5,1,36.0,0.0,36.0,13.26,13.26,22.74
90611,60255,20240201,6399,25,5,1,58.0,0.0,58.0,21.36,21.36,36.64
90612,60255,20240201,6399,31,5,1,78.0,0.0,78.0,25.53,25.53,52.47
90613,60256,20240329,6399,59,5,1,36.0,0.0,36.0,12.57,12.57,23.43
90614,60257,20240401,6399,38,1,1,68.0,0.0,68.0,23.07,23.07,44.93
90615,60258,20240602,6399,21,1,1,46.0,0.0,46.0,16.0,16.0,30.0
90616,60258,20240602,6399,2,1,1,28.0,0.0,28.0,9.75,9.75,18.25
90617,60259,20250108,6399,34,5,1,78.0,0.0,78.0,24.66,24.66,53.34
90618,60260,20250711,6399,50,5,1,26.0,0.0,26.0,10.12,10.12,15.88
90619,60261,20230312,6400,4,5,1,28.0,0.0,28.0,9.97,9.97,18.03
90620,60261,20230312,6400,25,5,3,58.0,0.0,174.0,21.36,64.08,109.92
90621,60262,20230921,6401,16,5,1,32.0,0.0,32.0,11.9,11.9,20.1
90622,60263,20231031,6401,16,5,1,32.0,0.0,32.0,11.9,11.9,20.1
90623,60264,20241204,6401,17,5,1,32.0,0.0,32.0,12.21,12.21,19.79
90624,60265,20250919,6401,30,2,1,58.0,0.1241,50.8,21.2,21.2,29.6
90625,60265,20250919,6401,42,2,1,68.0,0.1241,59.56,23.8,23.8,35.76
90626,60266,20241231,6402,8,5,1,42.0,0.1412,36.07,13.8,13.8,22.27
90627,60267,20221213,6403,7,5,1,42.0,0.0,42.0,13.77,13.77,28.23
90628,60268,20251006,6403,2,5,1,28.0,0.0,28.0,9.75,9.75,18.25
90629,60269,20230402,6404,28,5,1,58.0,0.0,58.0,20.09,20.09,37.91
90630,60270,20231224,6404,40,2,1,68.0,0.0,68.0,23.47,23.47,44.53
90631,60271,20221015,6405,30,3,1,58.0,0.142,49.76,21.2,21.2,28.56
90632,60272,20221126,6405,20,5,1,46.0,0.3821,28.42,15.82,15.82,12.6
90633,60273,20241109,6405,33,5,1,78.0,0.0,78.0,24.55,24.55,53.45
90634,60274,20230523,6406,16,2,1,32.0,0.0,32.0,11.9,11.9,20.1
90635,60275,20230722,6406,1,5,2,28.0,0.0,56.0,10.03,20.06,35.94
90636,60275,20230722,6406,31,5,2,78.0,0.0,156.0,25.53,51.06,104.94
90637,60276,20231114,6406,39,5,1,68.0,0.2805,48.93,22.56,22.56,26.37
90638,60276,20231114,6406,26,5,2,58.0,0.2805,83.46,20.35,40.7,42.76
90639,60277,20250805,6406,10,3,1,42.0,0.0,42.0,13.38,13.38,28.62
90640,60278,20230602,6407,1,1,1,28.0,0.0,28.0,10.03,10.03,17.97
90641,60278,20230602,6407,22,1,1,46.0,0.0,46.0,15.44,15.44,30.56
90642,60279,20240201,6407,3,5,1,28.0,0.0,28.0,10.1,10.1,17.9
90643,60280,20250622,6407,42,5,1,68.0,0.0,68.0,23.8,23.8,44.2
90644,60281,20251202,6407,32,5,1,78.0,0.219,60.92,26.05,26.05,34.87
90645,60282,20221006,6408,43,5,1,95.0,0.147,81.03,29.07,29.07,51.96
90646,60283,20240623,6408,38,5,1,68.0,0.0,68.0,23.07,23.07,44.93
90647,60283,20240623,6408,23,5,1,46.0,0.0,46.0,16.29,16.29,29.71
90648,60284,20250807,6408,51,5,1,26.0,0.0,26.0,10.17,10.17,15.83
90649,60285,20240823,6409,2,5,2,28.0,0.0,56.0,9.75,19.5,36.5
90650,60285,20240823,6409,11,5,1,42.0,0.0,42.0,13.28,13.28,28.72
90651,60286,20231208,6410,37,5,1,68.0,0.0,68.0,22.37,22.37,45.63
90652,60286,20231208,6410,36,5,1,78.0,0.0,78.0,24.23,24.23,53.77
90653,60286,20231208,6410,13,5,1,32.0,0.0,32.0,12.3,12.3,19.7
90654,60287,20240623,6410,3,5,1,28.0,0.0,28.0,10.1,10.1,17.9
90655,60287,20240623,6410,29,5,1,58.0,0.0,58.0,20.28,20.28,37.72
90656,60288,20221214,6411,16,5,1,32.0,0.0,32.0,11.9,11.9,20.1
90657,60289,20230921,6411,7,5,1,42.0,0.0,42.0,13.77,13.77,28.23
90658,60290,20231025,6411,14,5,3,32.0,0.0,96.0,12.47,37.41,58.59
90659,60291,20250609,6411,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
90660,60291,20250609,6411,37,5,1,68.0,0.0,68.0,22.37,22.37,45.63
90661,60292,20230322,6412,13,2,1,32.0,0.1275,27.92,12.3,12.3,15.62
90662,60293,20251102,6412,30,5,1,58.0,0.0,58.0,21.2,21.2,36.8
90663,60293,20251102,6412,13,5,1,32.0,0.0,32.0,12.3,12.3,19.7
90664,60294,20231224,6413,1,5,1,28.0,0.101,25.17,10.03,10.03,15.14
90665,60295,20241109,6413,8,5,1,42.0,0.3004,29.39,13.8,13.8,15.59
90666,60296,20221227,6414,40,4,1,68.0,0.0,68.0,23.47,23.47,44.53
90667,60297,20230625,6414,13,5,2,32.0,0.0,64.0,12.3,24.6,39.4
90668,60297,20230625,6414,13,5,2,32.0,0.0,64.0,12.3,24.6,39.4
90669,60297,20230625,6414,18,5,2,32.0,0.0,64.0,11.74,23.48,40.52
90670,60298,20240321,6414,2,5,1,28.0,0.0,28.0,9.75,9.75,18.25
90671,60299,20240725,6414,28,5,1,58.0,0.0,58.0,20.09,20.09,37.91
90672,60300,20241212,6414,3,2,2,28.0,0.209,44.29,10.1,20.2,24.09
90673,60300,20241212,6414,26,2,1,58.0,0.209,45.88,20.35,20.35,25.53
90674,60301,20230713,6415,28,5,1,58.0,0.0,58.0,20.09,20.09,37.91
90675,60302,20240224,6415,50,5,1,26.0,0.0,26.0,10.12,10.12,15.88
90676,60302,20240224,6415,51,5,1,26.0,0.0,26.0,10.17,10.17,15.83
90677,60303,20240621,6415,37,3,1,68.0,0.0,68.0,22.37,22.37,45.63
90678,60304,20250420,6415,39,5,1,68.0,0.0,68.0,22.56,22.56,45.44
90679,60304,20250420,6415,13,5,1,32.0,0.0,32.0,12.3,12.3,19.7
90680,60305,20250702,6415,50,5,1,26.0,0.0,26.0,10.12,10.12,15.88
90681,60306,20230219,6416,34,1,1,78.0,0.2048,62.03,24.66,24.66,37.37
90682,60307,20230401,6416,2,5,1,28.0,0.0,28.0,9.75,9.75,18.25
90683,60307,20230401,6416,24,5,1,46.0,0.0,46.0,16.18,16.18,29.82
90684,60308,20231228,6416,54,5,1,26.0,0.1995,20.81,10.53,10.53,10.28
90685,60308,20231228,6416,2,5,2,28.0,0.1995,44.83,9.75,19.5,25.33
90686,60309,20250127,6416,29,5,1,58.0,0.0,58.0,20.28,20.28,37.72
90687,60310,20221211,6417,40,5,1,68.0,0.1276,59.32,23.47,23.47,35.85
90688,60310,20221211,6417,30,5,1,58.0,0.1276,50.6,21.2,21.2,29.4
90689,60311,20230725,6417,2,2,1,28.0,0.0,28.0,9.75,9.75,18.25
90690,60312,20240514,6417,5,5,1,28.0,0.0,28.0,9.46,9.46,18.54
90691,60312,20240514,6417,19,5,1,46.0,0.0,46.0,16.09,16.09,29.91
90692,60313,20241023,6417,25,5,2,58.0,0.181,95.0,21.36,42.72,52.28
90693,60313,20241023,6417,4,5,1,28.0,0.181,22.93,9.97,9.97,12.96
90694,60314,20230923,6418,37,3,1,68.0,0.0,68.0,22.37,22.37,45.63
90695,60315,20240523,6418,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
90696,60315,20240523,6418,6,5,2,28.0,0.0,56.0,10.2,20.4,35.6
90697,60315,20240523,6418,12,5,1,42.0,0.0,42.0,13.98,13.98,28.02
90698,60316,20240621,6418,56,3,1,36.0,0.117,31.79,13.26,13.26,18.53
90699,60317,20250213,6418,60,5,1,36.0,0.0,36.0,12.54,12.54,23.46
90700,60318,20240609,6419,53,5,1,26.0,0.1161,22.98,10.62,10.62,12.36
90701,60319,20250310,6419,2,1,1,28.0,0.0,28.0,9.75,9.75,18.25
90702,60320,20251031,6419,25,2,1,58.0,0.1857,47.23,21.36,21.36,25.87
90703,60320,20251031,6419,38,2,1,68.0,0.1857,55.37,23.07,23.07,32.3
90704,60321,20231223,6420,3,5,2,28.0,0.0,56.0,10.1,20.2,35.8
90705,60322,20240208,6420,7,3,1,42.0,0.0,42.0,13.77,13.77,28.23
90706,60323,20240324,6420,14,2,1,32.0,0.0,32.0,12.47,12.47,19.53
90707,60324,20221229,6421,16,5,1,32.0,0.0,32.0,11.9,11.9,20.1
90708,60325,20240117,6421,35,5,1,78.0,0.0,78.0,24.89,24.89,53.11
90709,60326,20241230,6421,16,1,1,32.0,0.0,32.0,11.9,11.9,20.1
90710,60327,20230201,6422,3,5,1,28.0,0.0,28.0,10.1,10.1,17.9
90711,60328,20241209,6422,10,1,1,42.0,0.0,42.0,13.38,13.38,28.62
90712,60328,20241209,6422,48,1,1,95.0,0.0,95.0,27.9,27.9,67.1
90713,60329,20240916,6423,26,3,1,58.0,0.1784,47.65,20.35,20.35,27.3
90714,60330,20250807,6423,26,1,1,58.0,0.146,49.53,20.35,20.35,29.18
90715,60331,20250930,6423,13,5,1,32.0,0.0,32.0,12.3,12.3,19.7
90716,60332,20251127,6423,30,5,1,58.0,0.3645,36.86,21.2,21.2,15.66
90717,60332,20251127,6423,48,5,2,95.0,0.3645,120.75,27.9,55.8,64.95
90718,60333,20230317,6424,42,5,3,68.0,0.2007,163.05,23.8,71.4,91.65
90719,60333,20230317,6424,2,5,1,28.0,0.2007,22.38,9.75,9.75,12.63
90720,60334,20240211,6424,41,1,1,68.0,0.0,68.0,22.99,22.99,45.01
90721,60335,20240425,6424,41,5,1,68.0,0.0,68.0,22.99,22.99,45.01
90722,60336,20240903,6424,27,5,1,58.0,0.0,58.0,20.82,20.82,37.18
90723,60336,20240903,6424,43,5,1,95.0,0.0,95.0,29.07,29.07,65.93
90724,60337,20250823,6424,17,5,1,32.0,0.0,32.0,12.21,12.21,19.79
90725,60338,20251116,6424,25,4,1,58.0,0.3491,37.75,21.36,21.36,16.39
90726,60339,20241014,6425,16,5,1,32.0,0.0,32.0,11.9,11.9,20.1
90727,60340,20250116,6425,38,5,2,68.0,0.0,136.0,23.07,46.14,89.86
90728,60340,20250116,6425,27,5,1,58.0,0.0,58.0,20.82,20.82,37.18
90729,60341,20251019,6425,43,5,1,95.0,0.0,95.0,29.07,29.07,65.93
